,QuestionID,QuestionType,Query,SimlexPair,Answer1,Answer2,Answer3,Answer4,Answer5
668,QID9089,IsA,champion,winner,son,idiot,winner,none,reader
669,QID9468,SeenWith,creator,author,none,senator,guardian,person of color,author
670,QID9469,IsA,king,princess,racist,none,coach,boy,princess
671,QID9460,SeenWith,singer,actor,neighbor,jerk,actor,none,surgeon
672,QID9461,IsA,friend,teacher,none,chief,Mexican,student,teacher
673,QID9462,SeenWith,wife,woman,black man,none,patriot,woman,musician
674,QID9463,SeenWith,partner,boy,baker,boy,none,gangster,lover
675,QID9464,IsA,attorney,lawyer,physician,lawyer,loser,daughter,none
676,QID9465,IsA,doctor,professor,professor,kid,none,president,wife
677,QID9466,IsA,man,warrior,Catholic,warrior,none,executive,leader
678,QID9467,IsA,captain,sailor,jerk,leader,sailor,none,man
679,QID8593,IsA,pupil,president,none,partner,rapper,aunt,president
680,QID8592,IsA,woman,wife,engineer,none,athlete,wife,black man
681,QID8591,IsA,archbishop,bishop,none,creator,bishop,clown,soldier
682,QID8590,IsA,king,princess,princess,none,poor person,cop,principal
683,QID8597,IsA,lawyer,banker,banker,none,gunman,daughter,friend
684,QID8596,SeenWith,mayor,chief,gentleman,none,gunman,chief,executive
685,QID8595,SeenWith,princess,bride,saint,bride,none,conservative,accountant
686,QID8594,IsA,lady,gentleman,reporter,gentleman,pupil,fan,none
687,QID8599,IsA,chief,mayor,extremist,mayor,chairman,mechanic,none
688,QID8598,SeenWith,helper,teacher,Christian,mechanic,atheist,teacher,none
689,QID8603,IsA,man,warrior,creator,warrior,none,child,millionaire
690,QID8603,IsA,man,child,creator,warrior,none,child,millionaire
691,QID8602,IsA,archbishop,bishop,bishop,mom,princess,none,leader
692,QID8601,SeenWith,uncle,cousin,man,mayor,cousin,intellectual,none
693,QID8601,SeenWith,uncle,man,man,mayor,cousin,intellectual,none
694,QID8600,IsA,attorney,lawyer,grandmother,teacher,none,toddler,lawyer
695,QID8607,SeenWith,princess,king,king,none,Christian,white woman,pimp
696,QID8606,IsA,boy,son,employer,witness,son,none,homosexual person
697,QID8605,SeenWith,teacher,friend,student,stranger,none,friend,liberal
698,QID8604,SeenWith,son,brother,teenager,brother,none,relative,bishop
699,QID8609,IsA,friend,guest,none,mayor,guest,soldier,judge
700,QID8608,SeenWith,employee,employer,aunt,none,apprentice,employer,patient
701,QID10367,SeenWith,kid,daughter,black woman,mechanic,daughter,chief,none
702,QID9268,SeenWith,aunt,uncle,none,monk,drunk person,uncle,employee
703,QID9269,SeenWith,orthodontist,doctor,student,none,victim,child,doctor
704,QID9266,IsA,actor,singer,white woman,singer,none,supervisor,attorney
705,QID9267,SeenWith,scientist,nurse,none,pastor,Catholic,secretary,nurse
706,QID9264,SeenWith,bishop,archbishop,loser,archbishop,Clinton supporter,colonel,none
707,QID9265,SeenWith,reader,author,American,author,bride,none,chief
708,QID9262,SeenWith,adult,parent,parent,defendant,accountant,black person,none
709,QID9263,SeenWith,gentleman,lady,lady,none,chief,police officer,Clinton supporter
710,QID9260,IsA,worker,mechanic,secretary,none,mechanic,goon,entrepreneur
711,QID9261,IsA,doctor,orthodontist,orthodontist,warrior,wife,none,captain
712,QID9514,SeenWith,companion,lover,pastor,lover,partner,white woman,none
713,QID9515,SeenWith,guy,friend,African American,guest,child,none,friend
714,QID8029,SeenWith,girl,guy,atheist,guy,none,goon,professional
715,QID8028,SeenWith,kid,daughter,conservative,none,student,daughter,punk
716,QID9510,IsA,woman,secretary,athlete,artist,secretary,none,guest
717,QID9511,IsA,leader,manager,champion,none,brother,manager,person of color
718,QID9512,IsA,girl,maid,none,president,guest,archbishop,maid
719,QID9513,SeenWith,sheriff,cop,bride,cop,none,guardian,black man
720,QID8023,SeenWith,maid,helper,none,middle class person,grandfather,helper,winner
721,QID8022,SeenWith,sailor,captain,journalist,son,chef,none,captain
722,QID8021,SeenWith,warrior,man,genius,academic,none,child,man
723,QID8020,IsA,daughter,kid,photographer,orthodontist,scientist,none,kid
724,QID8027,IsA,man,warrior,villain,Muslim,chairman,none,warrior
725,QID8026,SeenWith,pupil,student,student,none,rich person,executive,drunk person
726,QID8025,IsA,guy,stud,soldier,stud,person of color,none,pimp
727,QID8024,IsA,boy,partner,none,host,partner,aunt,princess
728,QID10086,SeenWith,husband,man,minority,white man,none,artist,man
729,QID9518,IsA,bride,princess,banker,doctor,Asian,none,princess
730,QID10322,SeenWith,husband,wife,Arab person,boyfriend,surgeon,none,wife
731,QID10323,SeenWith,creator,author,helper,author,none,journalist,sister
732,QID10320,SeenWith,secretary,woman,black person,police officer,woman,leader,none
733,QID10321,SeenWith,son,boy,artist,instructor,paranoid person,none,boy
734,QID10326,SeenWith,helper,teacher,none,teacher,punk,middle class person,juror
735,QID10327,SeenWith,instructor,teacher,black man,none,CEO,son,teacher
736,QID10324,IsA,student,pupil,pupil,innocent person,none,gangster,marine
737,QID10325,SeenWith,uncle,man,reader,groom,none,man,champion
738,QID10328,SeenWith,princess,bride,atheist,liar,bride,terrorist,none
739,QID10329,SeenWith,uncle,cousin,banker,cousin,sister,conservative,none
740,QID8119,SeenWith,warrior,man,apprentice,juror,man,intellectual,none
741,QID8118,IsA,helper,maid,girl,none,maid,African American,follower
742,QID8117,IsA,captain,sailor,police officer,mayor,sailor,bishop,none
743,QID8116,SeenWith,sailor,captain,captain,fighter,actress,none,genius
744,QID8115,SeenWith,sheriff,cop,atheist,none,virgin,employee,cop
745,QID8114,IsA,man,warrior,writer,none,instructor,conservative,warrior
746,QID8113,SeenWith,companion,buddy,boss,monk,villain,none,buddy
747,QID8112,SeenWith,professor,doctor,journalist,none,doctor,executive,drunk person
748,QID8111,SeenWith,mechanic,worker,none,worker,reporter,bachelor,aunt
749,QID8110,IsA,nurse,scientist,colleague,drunk person,scientist,none,paranoid person
750,QID8337,IsA,friend,guest,homosexual person,innocent person,academic,none,guest
751,QID8336,IsA,boy,soldier,soldier,professional,none,mom,worker
752,QID8335,IsA,helper,maid,teacher,host,maid,grandfather,none
753,QID8335,IsA,helper,teacher,teacher,host,maid,grandfather,none
754,QID8334,IsA,physician,doctor,chairman,doctor,none,conservative,attorney
755,QID8333,SeenWith,guy,friend,poor person,friend,toddler,none,hooker
756,QID8332,IsA,lover,companion,none,companion,jerk,customer,Catholic
757,QID8331,SeenWith,child,man,follower,none,Asian,man,princess
758,QID8330,IsA,woman,wife,white woman,wife,virgin,none,son
759,QID8339,SeenWith,man,woman,none,woman,geek,expert,bachelor
760,QID8338,IsA,boy,son,leader,none,supervisor,son,principal
761,QID7732,SeenWith,companion,buddy,cop,wife,gentleman,none,buddy
762,QID7733,IsA,cousin,uncle,none,thief,hooker,uncle,worker
763,QID7730,SeenWith,adult,parent,parent,worker,none,mechanic,freak
764,QID7731,SeenWith,child,girl,girl,secretary,actress,professional,none
765,QID7736,SeenWith,son,boy,actor,boy,socialist,none,criminal
766,QID7737,IsA,king,princess,princess,teenager,African American,none,maid
767,QID7734,IsA,wife,husband,adult,rapper,saint,none,husband
768,QID7735,IsA,pupil,president,none,doctor,punk,farmer,president
769,QID7738,SeenWith,maid,helper,helper,none,sibling,jerk,academic
770,QID7739,SeenWith,child,man,lover,partner,defendant,man,none
771,QID10186,IsA,physician,doctor,none,bully,king,farmer,doctor
772,QID10187,SeenWith,mayor,president,none,bachelor,president,engineer,judge
773,QID10184,SeenWith,boy,child,none,gangster,bride,geek,child
774,QID10185,IsA,friend,teacher,student,farmer,teacher,none,gentleman
775,QID10182,SeenWith,uncle,man,actress,none,Trump supporter,man,engineer
776,QID10183,SeenWith,helper,teacher,none,pupil,teacher,villain,punk
777,QID10180,SeenWith,gentleman,lady,lady,teenager,none,scientist,Muslim
778,QID10181,SeenWith,uncle,man,man,captain,racist,none,gay person
779,QID10318,SeenWith,kid,daughter,daughter,none,patient,extremist,gunman
780,QID10188,SeenWith,girl,guy,none,spouse,mistress,guy,chairman
781,QID10189,IsA,prince,king,mom,king,none,fan,Catholic
782,QID10315,SeenWith,sailor,captain,captain,person of color,wife,none,geek
783,QID9888,SeenWith,partner,guy,rich person,reporter,Asian,guy,none
784,QID9889,IsA,author,reader,banker,reader,chairman,boyfriend,none
785,QID9882,SeenWith,instructor,teacher,black man,grandfather,cousin,teacher,none
786,QID9883,SeenWith,child,girl,villain,none,girl,princess,student
787,QID9880,SeenWith,banker,lawyer,lawyer,soldier,Jew,king,none
788,QID9881,SeenWith,teacher,friend,punk,none,consultant,democrat,friend
789,QID9886,IsA,lover,companion,none,fan,companion,accountant,partner
790,QID9887,IsA,man,husband,athlete,middle class person,husband,farmer,none
791,QID9884,SeenWith,orthodontist,doctor,grandmother,farmer,boss,none,doctor
792,QID9885,IsA,boy,soldier,celebrity,scientist,maid,none,soldier
793,QID10310,IsA,politician,president,scientist,Clinton supporter,democrat,president,none
794,QID10256,IsA,student,pupil,neighbor,Clinton supporter,economist,pupil,none
795,QID10257,SeenWith,mayor,chief,freak,chief,brother,goon,none
796,QID9570,IsA,chief,mayor,mayor,lady,nephew,toddler,none
797,QID10058,IsA,woman,secretary,pupil,none,millionaire,secretary,toddler
798,QID10059,IsA,politician,president,white man,none,comedian,president,soldier
799,QID9571,SeenWith,aunt,uncle,employee,uncle,none,socialist,physician
800,QID10050,IsA,guy,girl,employee,designer,none,girl,secretary
801,QID10051,IsA,daughter,kid,black woman,fan,mom,none,kid
802,QID10052,IsA,prince,king,none,Trump supporter,secretary,winner,king
803,QID10053,IsA,guy,stud,architect,adult,none,engineer,stud
804,QID10054,IsA,student,professor,African American,none,academic,victim,professor
805,QID10055,IsA,man,uncle,none,photographer,professional,uncle,grandmother
806,QID10056,IsA,parent,adult,hero,adult,mom,Arab person,none
807,QID10057,SeenWith,sailor,captain,captain,none,student,mayor,Jew
808,QID10250,IsA,wife,husband,husband,none,thief,criminal,conservative
809,QID10251,IsA,lawyer,banker,banker,fan,Clinton supporter,none,Jew
810,QID9578,SeenWith,guardian,adult,adult,none,winner,groom,boyfriend
811,QID9579,SeenWith,husband,wife,guardian,wife,none,racist,marine
812,QID10258,IsA,lover,companion,warrior,artist,thief,none,companion
813,QID10259,SeenWith,president,pupil,pupil,none,conservative,chairman,worker
814,QID9864,IsA,actor,singer,singer,thief,none,Trump supporter,farmer
815,QID9865,IsA,lover,companion,hooker,companion,champion,none,executive
816,QID9866,SeenWith,sheriff,cop,husband,reader,bachelor,none,cop
817,QID9867,SeenWith,boy,child,blogger,child,white man,alcoholic,none
818,QID9860,SeenWith,partner,guy,fan,maid,guy,alcoholic,none
819,QID9861,IsA,student,professor,professor,chief,gangster,academic,none
820,QID9862,IsA,girl,child,teenager,republican,child,virgin,none
821,QID9863,SeenWith,teacher,friend,victim,black woman,comedian,none,friend
822,QID9868,SeenWith,guest,friend,employee,police officer,none,friend,girl
823,QID9869,SeenWith,bishop,archbishop,none,guardian,archbishop,homosexual person,scientist
824,QID9958,IsA,teacher,instructor,none,composer,instructor,woman,champion
825,QID9959,SeenWith,husband,man,man,photographer,none,punk,instructor
826,QID7839,SeenWith,partner,guy,thug,poor person,none,Christian,guy
827,QID7838,SeenWith,reader,author,physician,student,architect,author,none
828,QID9911,SeenWith,teacher,friend,none,creator,friend,winner,bride
829,QID7831,IsA,guy,girl,doctor,rich person,none,girl,surgeon
830,QID7830,IsA,king,princess,princess,actress,woman,lady,none
831,QID7833,IsA,president,mayor,alcoholic,niece,mayor,none,creator
832,QID7832,SeenWith,uncle,cousin,cousin,none,sailor,instructor,actress
833,QID7835,SeenWith,actor,actress,none,liar,actress,rapper,son
834,QID7834,IsA,groom,bride,criminal,middle class person,none,bride,wife
835,QID7837,SeenWith,wife,woman,woman,CEO,none,manager,warrior
836,QID7836,IsA,priest,monk,mechanic,none,monk,journalist,neighbor
837,QID9917,IsA,president,mayor,goon,girlfriend,senator,mayor,none
838,QID9312,IsA,boy,brother,follower,none,police officer,brother,patriot
839,QID8931,IsA,politician,president,minority,Trump supporter,none,president,neighbor
840,QID8930,IsA,friend,teacher,chef,supervisor,none,criminal,teacher
841,QID8933,SeenWith,husband,wife,colleague,supervisor,wife,none,freak
842,QID8932,SeenWith,employer,worker,professor,captain,worker,none,African American
843,QID8935,IsA,child,boy,hooker,none,boy,genius,grandmother
844,QID8934,SeenWith,gentleman,lady,prince,accountant,none,writer,lady
845,QID8937,SeenWith,winner,champion,creator,CEO,president,none,champion
846,QID8936,IsA,boy,son,niece,king,captain,son,none
847,QID8939,IsA,employer,employee,employee,none,woman,secretary,freak
848,QID8938,SeenWith,employer,worker,worker,Asian,mechanic,musician,none
849,QID9517,SeenWith,warrior,man,man,none,ambassador,idiot,prisoner
850,QID7905,IsA,brother,son,none,son,atheist,Catholic,gentleman
851,QID7904,IsA,leader,manager,none,bachelor,student,manager,attorney
852,QID7907,IsA,teacher,helper,partner,helper,celebrity,liar,none
853,QID7906,SeenWith,boy,child,guardian,warrior,none,child,witness
854,QID7901,IsA,worker,employer,none,millionaire,buddy,thief,employer
855,QID7900,SeenWith,employee,employer,winner,employer,rich person,none,engineer
856,QID7903,IsA,man,husband,champion,none,creator,husband,mayor
857,QID7902,IsA,nurse,scientist,scientist,none,sibling,professor,colleague
858,QID7909,SeenWith,secretary,woman,CEO,none,maid,democrat,woman
859,QID7908,SeenWith,stud,guy,none,lover,employee,guy,senator
860,QID9980,IsA,woman,secretary,mom,boss,prince,none,secretary
861,QID9189,SeenWith,pupil,student,democrat,white person,chief,none,student
862,QID9188,IsA,cousin,uncle,none,jerk,uncle,consultant,guardian
863,QID9183,IsA,guy,partner,doctor,partner,designer,none,atheist
864,QID9182,SeenWith,wife,woman,republican,teenager,mom,woman,none
865,QID9181,IsA,bride,princess,princess,none,manager,middle class person,orthodontist
866,QID9180,IsA,lawyer,banker,hero,black person,baker,banker,none
867,QID9187,SeenWith,maid,girl,relative,girl,loser,none,extremist
868,QID9186,IsA,man,husband,husband,surgeon,leader,person of color,none
869,QID9185,SeenWith,king,prince,president,goon,none,black man,prince
870,QID9184,SeenWith,reader,author,author,thief,none,grandfather,man
871,QID8856,IsA,president,mayor,addict,mayor,partner,surgeon,none
872,QID8857,SeenWith,boy,child,child,governor,none,thug,reader
873,QID8854,IsA,parent,adult,thug,none,adult,bully,senator
874,QID8855,SeenWith,professor,student,student,neighbor,rich person,pastor,none
875,QID8852,SeenWith,warrior,man,man,niece,minority,Hispanic person,none
876,QID8853,IsA,employer,employee,minor,employee,reader,paranoid person,none
877,QID8850,IsA,boy,brother,uncle,brother,nephew,Trump supporter,none
878,QID8851,SeenWith,princess,king,king,relative,none,pimp,mentor
879,QID9092,IsA,lady,gentleman,gentleman,none,black person,loser,farmer
880,QID8858,IsA,boy,soldier,captain,soldier,none,Christian,hooker
881,QID8859,SeenWith,husband,wife,wife,none,partner,host,fighter
882,QID9679,SeenWith,doctor,physician,extremist,senator,addict,none,physician
883,QID9678,SeenWith,helper,teacher,nephew,black woman,girlfriend,teacher,none
884,QID9675,IsA,champion,winner,juror,criminal,winner,grandfather,none
885,QID9674,IsA,helper,maid,maid,none,banker,companion,warrior
886,QID9677,SeenWith,employer,worker,attorney,Jew,none,mom,worker
887,QID9676,SeenWith,monk,priest,aunt,toddler,priest,none,wife
888,QID9671,SeenWith,buddy,friend,friend,none,journalist,actress,defendant
889,QID9670,SeenWith,orthodontist,doctor,hooker,adult,doctor,sibling,none
890,QID9673,SeenWith,maid,girl,liar,girl,Jew,none,lesbian
891,QID9672,SeenWith,president,politician,atheist,politician,none,customer,patient
892,QID9079,SeenWith,husband,man,man,pastor,mayor,none,chairman
893,QID9078,SeenWith,banker,lawyer,mentor,lawyer,wife,colonel,none
894,QID9077,SeenWith,kid,boy,boy,none,son,dad,designer
895,QID9076,SeenWith,son,boy,white man,boy,sailor,hero,none
896,QID9075,SeenWith,maid,girl,American,girl,professional,pimp,none
897,QID9074,SeenWith,man,woman,villain,sibling,liar,woman,none
898,QID9073,IsA,politician,president,villain,president,adult,stranger,none
899,QID9072,IsA,friend,guy,lawyer,athlete,none,guy,teacher
900,QID9072,IsA,friend,teacher,lawyer,athlete,none,guy,teacher
901,QID9071,IsA,worker,mechanic,kid,companion,mechanic,none,Baptist
902,QID9070,SeenWith,bride,groom,winner,brother,groom,farmer,none
903,QID9697,IsA,boy,kid,kid,gentleman,minor,fan,none
904,QID9696,IsA,woman,secretary,bishop,secretary,none,Jew,instructor
905,QID9695,IsA,woman,man,intern,racist,man,patriot,none
906,QID9694,SeenWith,son,brother,none,brother,customer,sister,surgeon
907,QID9693,SeenWith,singer,actor,none,man,spouse,actor,instructor
908,QID9692,SeenWith,princess,bride,poor person,Catholic,bride,none,celebrity
909,QID9691,IsA,doctor,orthodontist,orthodontist,toddler,writer,homosexual person,none
910,QID9690,SeenWith,creator,author,singer,sailor,author,none,minority
911,QID9699,SeenWith,gentleman,lady,black person,bishop,none,sibling,lady
912,QID9698,IsA,student,professor,professor,boxer,wife,none,Hispanic person
913,QID8580,SeenWith,boy,partner,geek,partner,black person,child,none
914,QID8580,SeenWith,boy,child,geek,partner,black person,child,none
915,QID8581,IsA,buddy,companion,Muslim,companion,thief,none,lesbian
916,QID8582,SeenWith,mayor,chief,chief,boy,terrorist,cop,none
917,QID8583,IsA,girl,child,mentor,none,employer,child,chef
918,QID8584,IsA,leader,manager,manager,nephew,none,paranoid person,hostage
919,QID8585,IsA,boy,soldier,nurse,soldier,none,marine,toddler
920,QID8586,IsA,politician,president,none,Arab person,chairman,president,customer
921,QID8587,IsA,uncle,aunt,companion,athlete,marine,none,aunt
922,QID8588,SeenWith,adult,child,artist,none,employer,priest,child
923,QID8589,IsA,king,princess,groom,Asian,pimp,none,princess
924,QID8610,IsA,boy,son,hero,Trump supporter,guardian,son,none
925,QID8611,IsA,actress,actor,priest,none,actor,paranoid person,loser
926,QID8612,IsA,teacher,instructor,prisoner,leader,tourist,instructor,none
927,QID8613,IsA,prince,king,none,king,gunman,Arab person,accountant
928,QID8614,SeenWith,son,boy,Baptist,boy,Asian,minor,none
929,QID8615,SeenWith,creator,author,author,none,stranger,friend,celebrity
930,QID8616,SeenWith,uncle,cousin,none,coach,cousin,entrepreneur,innocent person
931,QID8617,IsA,bride,groom,princess,bishop,none,groom,thug
932,QID8617,IsA,bride,princess,princess,bishop,none,groom,thug
933,QID8618,SeenWith,gentleman,lady,none,child,lady,secretary,nephew
934,QID8619,SeenWith,pupil,student,juror,companion,student,none,partner
935,QID8357,IsA,boy,brother,lover,brother,socialist,boss,none
936,QID9219,SeenWith,kid,boy,none,bachelor,loser,boy,Arab person
937,QID8356,IsA,teacher,instructor,instructor,homosexual person,son,none,scientist
938,QID10330,IsA,boy,kid,blogger,homosexual person,none,addict,kid
939,QID9213,SeenWith,employee,employer,dad,bully,employer,none,patriot
940,QID8351,SeenWith,soldier,boy,gay person,follower,punk,none,boy
941,QID9211,IsA,boy,kid,Catholic,none,guardian,kid,fighter
942,QID9210,SeenWith,professor,doctor,none,minor,grandmother,doctor,Hispanic person
943,QID9217,IsA,uncle,aunt,aunt,blogger,buddy,none,Clinton supporter
944,QID9216,SeenWith,mayor,president,accountant,uncle,president,kid,none
945,QID9215,IsA,boy,partner,atheist,partner,none,archbishop,reader
946,QID8422,SeenWith,writer,composer,composer,homosexual person,none,white man,manager
947,QID8038,IsA,boy,son,none,terrorist,girlfriend,Jew,son
948,QID8039,IsA,composer,writer,banker,writer,wife,intern,none
949,QID9523,SeenWith,actor,actress,CEO,actress,boxer,none,prisoner
950,QID9522,IsA,girl,maid,none,friend,Muslim,maid,white woman
951,QID9525,SeenWith,employer,worker,grandfather,defendant,none,paranoid person,worker
952,QID8353,IsA,child,adult,prince,adult,stranger,none,banker
953,QID9527,SeenWith,uncle,man,stud,man,comedian,police officer,none
954,QID8893,IsA,groom,bride,hero,Jew,guardian,none,bride
955,QID8030,SeenWith,winner,champion,none,punk,leader,champion,victim
956,QID8031,IsA,guy,girl,alcoholic,baker,none,tourist,girl
957,QID8032,IsA,adult,guardian,guardian,guest,none,Jew,teenager
958,QID8033,SeenWith,child,man,man,brother,none,black man,friend
959,QID8034,SeenWith,guest,friend,white person,parent,mom,none,friend
960,QID8035,SeenWith,guardian,adult,man,parent,intern,none,adult
961,QID8036,SeenWith,reader,author,CEO,none,American,author,expert
962,QID8037,IsA,archbishop,bishop,none,bride,bishop,president,uncle
963,QID8891,IsA,lawyer,banker,monk,black person,none,blogger,banker
964,QID8896,IsA,champion,winner,winner,niece,marine,thug,none
965,QID8897,SeenWith,maid,helper,hooker,none,professional,drunk person,helper
966,QID10335,IsA,lady,gentleman,comedian,American,Mexican,none,gentleman
967,QID10334,IsA,student,pupil,none,minority,relative,pupil,coach
968,QID10337,IsA,buddy,companion,liar,tourist,student,companion,none
969,QID10336,IsA,daughter,kid,kid,prisoner,none,blogger,worker
970,QID10331,SeenWith,soldier,boy,boy,villain,middle class person,buddy,none
971,QID8726,IsA,actress,actor,poor person,actor,none,designer,musician
972,QID10333,IsA,president,mayor,customer,bachelor,mayor,journalist,none
973,QID10332,IsA,boy,soldier,soldier,scientist,winner,guy,none
974,QID8727,SeenWith,stud,guy,liar,guy,prince,none,atheist
975,QID10339,IsA,parent,adult,adult,king,athlete,none,man
976,QID9946,SeenWith,creator,author,conservative,author,none,rapper,woman
977,QID9327,IsA,composer,writer,writer,saint,blonde,none,drunk person
978,QID9326,IsA,lover,companion,bride,gangster,none,soldier,companion
979,QID9325,IsA,doctor,professor,atheist,teacher,none,professor,Baptist
980,QID9324,SeenWith,nephew,aunt,none,black man,aunt,cop,guest
981,QID8108,IsA,worker,employer,pimp,architect,employer,none,wife
982,QID8109,SeenWith,partner,boy,designer,atheist,boy,governor,none
983,QID9321,IsA,guy,partner,winner,mentor,partner,consultant,none
984,QID9320,SeenWith,instructor,teacher,poor person,none,man,Hispanic person,teacher
985,QID8104,SeenWith,sheriff,cop,cop,chief,blogger,none,saint
986,QID8105,SeenWith,guest,friend,uncle,none,friend,apprentice,mistress
987,QID8106,SeenWith,buddy,friend,none,Muslim,mechanic,doctor,friend
988,QID8107,SeenWith,secretary,woman,none,chief,victim,woman,friend
989,QID8100,SeenWith,guy,friend,friend,journalist,principal,warrior,none
990,QID8101,SeenWith,secretary,woman,juror,woman,none,child,lesbian
991,QID8102,SeenWith,aunt,uncle,uncle,republican,none,boss,virgin
992,QID8103,IsA,guy,partner,composer,student,reader,none,partner
993,QID8324,IsA,doctor,professor,none,criminal,professor,middle class person,mayor
994,QID8325,SeenWith,employer,worker,liberal,worker,none,physician,Christian
995,QID8326,IsA,wife,husband,grandmother,none,addict,husband,thief
996,QID8327,SeenWith,partner,boy,sheriff,leader,criminal,boy,none
997,QID8320,IsA,child,boy,boy,none,adult,instructor,comedian
998,QID8320,IsA,child,adult,boy,none,adult,instructor,comedian
999,QID8321,IsA,woman,wife,grandfather,coach,none,wife,mayor
1000,QID8322,SeenWith,actor,actress,none,comedian,actress,colonel,tutor
1001,QID8323,SeenWith,winner,champion,physician,champion,princess,prince,none
1002,QID9945,SeenWith,brother,boy,boy,scientist,none,Trump supporter,patient
1003,QID8328,SeenWith,child,girl,toddler,photographer,girl,black man,none
1004,QID8329,SeenWith,pupil,student,Arab person,none,chairman,terrorist,student
1005,QID10199,IsA,aunt,nephew,professor,Muslim,nephew,none,loser
1006,QID10198,IsA,child,boy,mechanic,prince,none,hero,boy
1007,QID9387,IsA,archbishop,bishop,bishop,none,American,Christian,poor person
1008,QID10191,IsA,politician,president,boss,relative,expert,none,president
1009,QID10190,SeenWith,professor,doctor,Muslim,mentor,none,villain,doctor
1010,QID10193,IsA,girl,child,victim,child,teenager,none,pastor
1011,QID10192,SeenWith,man,woman,worker,mistress,none,woman,police officer
1012,QID10195,SeenWith,writer,composer,none,composer,pimp,criminal,engineer
1013,QID10194,IsA,boy,son,son,gentleman,none,wife,freak
1014,QID10197,IsA,man,warrior,warrior,artist,consultant,manager,none
1015,QID10196,IsA,captain,sailor,Asian,none,nurse,poor person,sailor
1016,QID9894,SeenWith,reader,author,genius,professional,none,author,parent
1017,QID9892,SeenWith,brother,boy,Hispanic person,Arab person,boy,democrat,none
1018,QID10049,SeenWith,partner,guy,expert,guy,none,liberal,conservative
1019,QID10048,IsA,boy,soldier,none,soldier,brother,musician,loser
1020,QID10048,IsA,boy,brother,none,soldier,brother,musician,loser
1021,QID10043,IsA,boy,kid,millionaire,kid,lesbian,none,writer
1022,QID10042,SeenWith,professor,doctor,prince,Asian,doctor,none,white person
1023,QID10041,IsA,daughter,kid,none,loser,kid,guardian,mayor
1024,QID10040,SeenWith,orthodontist,doctor,rich person,none,pupil,toddler,doctor
1025,QID10047,SeenWith,guy,friend,creator,farmer,hooker,friend,none
1026,QID10046,SeenWith,secretary,woman,niece,none,boy,judge,woman
1027,QID10045,IsA,girl,maid,none,accountant,guest,saint,maid
1028,QID10044,IsA,lady,gentleman,brother,none,gentleman,paranoid person,black person
1029,QID9983,IsA,actress,actor,criminal,none,boss,actor,white woman
1030,QID9982,SeenWith,warrior,man,hostage,man,none,hero,spouse
1031,QID9981,SeenWith,husband,man,creator,son,leader,man,none
1032,QID9941,SeenWith,aunt,uncle,governor,none,uncle,baker,partner
1033,QID9987,SeenWith,husband,man,none,sailor,spouse,employer,man
1034,QID9986,IsA,doctor,orthodontist,none,orthodontist,mentor,defendant,surgeon
1035,QID9985,IsA,student,professor,professor,thief,gentleman,athlete,none
1036,QID9984,IsA,wife,husband,intern,husband,none,girl,hooker
1037,QID9989,SeenWith,princess,king,king,guest,none,clown,police officer
1038,QID9988,IsA,priest,monk,freak,none,monk,white person,CEO
1039,QID10319,SeenWith,instructor,teacher,secretary,Jew,none,intellectual,teacher
1040,QID10286,SeenWith,sailor,captain,attorney,none,captain,gay person,monk
1041,QID9940,SeenWith,pupil,student,soldier,dad,paranoid person,none,student
1042,QID10338,SeenWith,winner,champion,none,manager,boyfriend,champion,apprentice
1043,QID9851,IsA,captain,sailor,black person,expert,none,banker,sailor
1044,QID9850,SeenWith,wife,woman,Baptist,secretary,woman,mechanic,none
1045,QID9853,IsA,boy,son,minor,son,African American,none,ambassador
1046,QID9852,IsA,actress,actor,spouse,stud,customer,actor,none
1047,QID9855,SeenWith,husband,wife,wife,none,minor,Clinton supporter,innocent person
1048,QID9854,SeenWith,wife,woman,none,woman,criminal,singer,prince
1049,QID9857,SeenWith,soldier,boy,atheist,apprentice,boy,none,rapper
1050,QID9856,SeenWith,adult,parent,warrior,leader,none,surgeon,parent
1051,QID9859,IsA,buddy,companion,expert,companion,worker,punk,none
1052,QID9858,IsA,priest,monk,none,criminal,monk,cop,companion
1053,QID7826,SeenWith,buddy,friend,friend,worker,none,author,white woman
1054,QID7827,IsA,author,reader,poor person,none,daughter,worker,reader
1055,QID7824,IsA,guy,girl,apprentice,none,girl,reader,supervisor
1056,QID7825,SeenWith,guest,friend,accountant,girl,republican,friend,none
1057,QID7822,SeenWith,writer,composer,clown,president,none,composer,fan
1058,QID7823,SeenWith,employee,employer,buddy,none,partner,doctor,employer
1059,QID7820,IsA,author,reader,reader,none,pastor,girlfriend,writer
1060,QID7821,IsA,nurse,scientist,uncle,scientist,boyfriend,grandmother,none
1061,QID10281,SeenWith,buddy,friend,singer,partner,friend,none,musician
1062,QID7828,SeenWith,princess,king,marine,African American,none,kid,king
1063,QID7829,IsA,employer,employee,buddy,employee,poor person,banker,none
1064,QID10207,SeenWith,adult,child,minor,child,atheist,democrat,none
1065,QID10206,IsA,bride,princess,none,innocent person,spouse,princess,white woman
1066,QID10105,IsA,man,husband,none,hooker,captain,stranger,husband
1067,QID8928,IsA,parent,adult,intellectual,none,adult,chairman,Mexican
1068,QID8929,SeenWith,maid,helper,none,African American,athlete,helper,spouse
