,QuestionID,QuestionType,Query,SimlexPair,Answer1,Answer2,Answer3,Answer4,Answer5
704,QID9516,IsA,companion,lover,accountant,none,partner,lover,saint
705,QID9517,IsA,soldier,boy,archbishop,helper,none,sibling,boy
706,QID9510,IsA,partner,boy,writer,boy,none,dad,poor person
707,QID9511,IsA,adult,parent,republican,parent,girl,mayor,none
708,QID9512,IsA,reader,author,lawyer,chief,author,none,teenager
709,QID9513,SeenWith,man,child,rich person,child,democrat,bully,none
710,QID9518,SeenWith,author,creator,addict,none,gentleman,homosexual person,creator
711,QID9519,SeenWith,doctor,professor,teenager,bishop,none,liberal,professor
712,QID10322,SeenWith,doctor,professor,conservative,professor,fighter,none,orthodontist
713,QID10322,SeenWith,doctor,orthodontist,conservative,professor,fighter,none,orthodontist
714,QID10323,IsA,man,woman,thief,captain,none,clown,woman
715,QID10320,SeenWith,student,pupil,loser,socialist,mentor,pupil,none
716,QID10321,SeenWith,child,boy,boy,wife,none,accountant,chef
717,QID10326,IsA,husband,wife,none,apprentice,economist,black person,wife
718,QID10327,IsA,teacher,friend,friend,none,white person,president,girlfriend
719,QID10324,IsA,girl,guy,host,atheist,none,white man,guy
720,QID10325,IsA,bride,groom,none,Muslim,supervisor,groom,economist
721,QID10328,SeenWith,aunt,nephew,guy,white man,homosexual person,nephew,none
722,QID10329,SeenWith,nurse,scientist,boss,none,boxer,daughter,scientist
723,QID10769,IsA,uncle,man,man,relative,secretary,clown,none
724,QID10763,SeenWith,boy,soldier,teenager,innocent person,none,chief,soldier
725,QID10932,IsA,boy,child,politician,none,child,mechanic,consultant
726,QID10186,IsA,man,woman,woman,cop,racist,professional,none
727,QID10187,IsA,companion,buddy,groom,lawyer,follower,none,buddy
728,QID10184,IsA,creator,author,millionaire,celebrity,patriot,none,author
729,QID10185,IsA,scientist,nurse,cop,none,relative,nurse,archbishop
730,QID10182,IsA,warrior,man,man,Baptist,Muslim,none,mayor
731,QID10183,SeenWith,man,uncle,gentleman,ambassador,singer,uncle,none
732,QID10180,SeenWith,employer,employee,chairman,millionaire,employee,composer,none
733,QID10181,IsA,employee,employer,employer,liberal,son,none,sister
734,QID10318,IsA,brother,boy,none,bishop,boy,winner,liberal
735,QID10188,SeenWith,actress,actor,princess,actor,punk,professor,none
736,QID10189,IsA,employee,employer,mom,employer,addict,none,professional
737,QID10436,IsA,bishop,archbishop,professional,defendant,princess,none,archbishop
738,QID10437,IsA,creator,author,white woman,governor,none,wife,author
739,QID10434,SeenWith,leader,manager,none,witness,blonde,manager,reporter
740,QID10435,SeenWith,man,husband,husband,physician,none,pimp,black person
741,QID10432,SeenWith,doctor,professor,Jew,none,professor,alcoholic,virgin
742,QID10433,SeenWith,king,princess,none,police officer,drunk person,victim,princess
743,QID10430,IsA,mechanic,worker,worker,white person,victim,none,Asian
744,QID10431,SeenWith,woman,man,man,addict,none,hooker,tourist
745,QID10765,IsA,mayor,chief,none,black woman,chief,mistress,architect
746,QID10315,SeenWith,nurse,scientist,nephew,Asian,scientist,writer,none
747,QID10438,SeenWith,champion,winner,winner,none,minor,victim,Hispanic person
748,QID10439,IsA,scientist,nurse,none,academic,orthodontist,artist,nurse
749,QID9888,SeenWith,groom,bride,cop,orthodontist,none,bride,gay person
750,QID9889,SeenWith,child,girl,none,girl,designer,husband,president
751,QID10618,IsA,princess,king,genius,lawyer,employee,none,king
752,QID10619,IsA,adult,child,patient,none,child,supervisor,Asian
753,QID9882,SeenWith,daughter,kid,thug,none,hero,Jew,kid
754,QID9883,IsA,son,boy,nephew,spouse,politician,none,boy
755,QID9880,SeenWith,nurse,scientist,scientist,artist,tutor,none,jerk
756,QID9881,IsA,mayor,chief,entrepreneur,supervisor,none,stud,chief
757,QID9886,SeenWith,employer,employee,princess,none,actress,reporter,employee
758,QID9887,SeenWith,lover,companion,companion,student,none,designer,extremist
759,QID9884,SeenWith,boy,son,son,paranoid person,none,athlete,surgeon
760,QID9885,IsA,manager,leader,leader,sheriff,hero,patient,none
761,QID10310,SeenWith,attorney,lawyer,creator,lawyer,extremist,none,judge
762,QID10999,IsA,monk,priest,none,stranger,instructor,rich person,priest
763,QID10837,IsA,creator,author,author,pastor,actress,maid,none
764,QID10256,IsA,uncle,cousin,Trump supporter,cousin,designer,none,helper
765,QID10257,IsA,husband,wife,archbishop,academic,hooker,wife,none
766,QID8519,SeenWith,child,boy,none,intellectual,worker,boy,scientist
767,QID10058,SeenWith,lawyer,banker,banker,governor,politician,none,consultant
768,QID10059,SeenWith,man,uncle,none,white man,nephew,uncle,minority
769,QID10508,IsA,man,woman,none,bride,woman,employee,toddler
770,QID8518,IsA,instructor,teacher,conservative,teacher,pupil,none,criminal
771,QID11057,IsA,guy,friend,friend,soldier,homosexual person,attorney,none
772,QID11056,IsA,monk,priest,none,patriot,witness,priest,gay person
773,QID11055,IsA,adult,parent,none,chief,actress,hero,parent
774,QID11054,SeenWith,chief,mayor,none,addict,gangster,mayor,principal
775,QID10050,SeenWith,actor,singer,thug,Christian,bully,none,singer
776,QID10051,IsA,companion,lover,patriot,celebrity,none,prisoner,lover
777,QID10052,SeenWith,parent,adult,coach,none,adult,secretary,archbishop
778,QID10053,SeenWith,brother,son,none,marine,son,pimp,daughter
779,QID10054,SeenWith,guy,stud,composer,stud,atheist,none,tourist
780,QID10055,SeenWith,boy,soldier,niece,none,black man,soldier,orthodontist
781,QID10056,IsA,winner,champion,alcoholic,champion,atheist,none,neighbor
782,QID10057,SeenWith,uncle,aunt,democrat,none,aunt,stud,Clinton supporter
783,QID10839,SeenWith,brother,son,geek,partner,son,none,banker
784,QID10250,IsA,employee,employer,warrior,employer,bride,none,king
785,QID10251,IsA,warrior,man,man,homosexual person,none,African American,dad
786,QID8511,IsA,son,brother,archbishop,none,poor person,bachelor,brother
787,QID9579,SeenWith,pupil,president,none,Catholic,democrat,president,atheist
788,QID10258,SeenWith,child,adult,bishop,teacher,adult,none,doctor
789,QID10259,IsA,professor,student,scientist,student,none,leader,gunman
790,QID8874,IsA,doctor,physician,parent,husband,Baptist,physician,none
791,QID10532,IsA,lawyer,attorney,white man,attorney,geek,socialist,none
792,QID9864,IsA,pupil,student,student,jerk,none,virgin,expert
793,QID9865,IsA,child,girl,none,leader,king,girl,chairman
794,QID9866,IsA,stud,guy,guy,athlete,wife,uncle,none
795,QID9867,IsA,professor,doctor,none,doctor,bully,boxer,principal
796,QID9860,SeenWith,woman,wife,atheist,Christian,freak,wife,none
797,QID9861,SeenWith,friend,buddy,middle class person,none,addict,buddy,professor
798,QID9862,IsA,husband,wife,none,blonde,idiot,friend,wife
799,QID9863,IsA,kid,daughter,rich person,none,neighbor,daughter,brother
800,QID9782,IsA,child,man,man,none,Hispanic person,employer,architect
801,QID9868,IsA,companion,buddy,none,police officer,buddy,Catholic,maid
802,QID9869,SeenWith,pupil,president,president,boxer,none,actress,conservative
803,QID9911,SeenWith,actor,singer,none,sheriff,physician,singer,adult
804,QID9917,SeenWith,friend,buddy,grandfather,nephew,buddy,judge,none
805,QID8931,SeenWith,student,professor,paranoid person,Hispanic person,professor,none,princess
806,QID8930,SeenWith,prince,king,American,gangster,cop,king,none
807,QID8933,IsA,uncle,man,man,captain,gangster,patient,none
808,QID8932,IsA,helper,teacher,none,professor,husband,white person,teacher
809,QID8935,IsA,sailor,captain,lesbian,president,sibling,none,captain
810,QID8934,IsA,orthodontist,doctor,doctor,guardian,spouse,none,Christian
811,QID8937,IsA,nephew,aunt,aunt,journalist,artist,marine,none
812,QID8936,SeenWith,guy,partner,partner,blogger,professor,none,genius
813,QID8939,IsA,son,brother,none,celebrity,brother,expert,guardian
814,QID8938,IsA,king,prince,prince,executive,cousin,none,middle class person
815,QID10984,SeenWith,nurse,scientist,blonde,none,scientist,partner,king
816,QID10985,SeenWith,worker,mechanic,mechanic,saint,none,photographer,Hispanic person
817,QID10982,SeenWith,archbishop,bishop,manager,gentleman,creator,none,bishop
818,QID10983,IsA,banker,lawyer,creator,senator,none,lawyer,pupil
819,QID10980,IsA,wife,woman,none,punk,leader,woman,entrepreneur
820,QID10981,IsA,scientist,nurse,Muslim,none,middle class person,nurse,chef
821,QID9189,IsA,banker,lawyer,reporter,lawyer,attorney,none,socialist
822,QID9188,SeenWith,boy,brother,brother,follower,bride,none,innocent person
823,QID9183,SeenWith,boy,son,principal,supervisor,none,son,surgeon
824,QID9182,IsA,banker,lawyer,lawyer,none,genius,white woman,doctor
825,QID9181,SeenWith,composer,writer,reader,guy,writer,none,idiot
826,QID9180,IsA,wife,woman,republican,none,princess,nurse,woman
827,QID9187,IsA,warrior,man,man,millionaire,woman,teenager,none
828,QID9186,SeenWith,wife,husband,engineer,husband,athlete,cousin,none
829,QID9185,IsA,maid,girl,professor,girl,lover,defendant,none
830,QID9184,SeenWith,girl,child,American,racist,pimp,child,none
831,QID8856,SeenWith,uncle,aunt,American,CEO,juror,none,aunt
832,QID8857,SeenWith,husband,man,man,cop,supervisor,lesbian,none
833,QID8854,SeenWith,bride,princess,none,princess,child,alcoholic,prisoner
834,QID8855,SeenWith,lady,gentleman,none,gentleman,principal,woman,tutor
835,QID8852,SeenWith,bride,princess,none,princess,actor,poor person,secretary
836,QID8853,SeenWith,teacher,helper,socialist,saint,none,helper,blonde
837,QID8850,SeenWith,friend,guy,banker,guy,author,none,athlete
838,QID8851,SeenWith,cousin,uncle,uncle,none,boyfriend,girlfriend,author
839,QID8858,IsA,boy,child,sailor,Arab person,child,none,teacher
840,QID8859,IsA,king,prince,musician,prince,none,sailor,kid
841,QID9679,SeenWith,husband,man,none,man,teacher,buddy,journalist
842,QID9678,SeenWith,president,pupil,none,marine,worker,colonel,pupil
843,QID9675,SeenWith,boy,brother,geek,brother,none,teacher,author
844,QID9674,SeenWith,actress,actor,none,supervisor,actor,banker,journalist
845,QID9677,IsA,president,politician,mentor,fan,champion,none,politician
846,QID9676,SeenWith,sailor,captain,captain,bride,Trump supporter,none,geek
847,QID9671,SeenWith,girl,maid,governor,none,priest,maid,sheriff
848,QID9670,IsA,pupil,student,tourist,student,none,engineer,chairman
849,QID9673,IsA,president,politician,politician,clown,academic,helper,none
850,QID9672,IsA,singer,actor,conservative,actor,none,spouse,mistress
851,QID9079,SeenWith,composer,writer,writer,white person,none,priest,comedian
852,QID9078,SeenWith,guy,friend,none,creator,cop,neighbor,friend
853,QID9077,IsA,uncle,man,grandfather,man,thug,none,tourist
854,QID9076,IsA,soldier,boy,engineer,none,Mexican,writer,boy
855,QID9075,IsA,child,girl,none,priest,girl,drunk person,Muslim
856,QID9074,IsA,guest,friend,none,woman,celebrity,friend,apprentice
857,QID9073,SeenWith,cop,sheriff,doctor,aunt,none,sheriff,athlete
858,QID9072,IsA,uncle,cousin,none,black man,politician,cousin,minor
859,QID9071,SeenWith,author,reader,priest,reader,none,saint,senator
860,QID9070,IsA,president,pupil,virgin,parent,none,pupil,black man
861,QID9697,SeenWith,buddy,companion,companion,none,actress,gentleman,bishop
862,QID9696,SeenWith,prince,king,friend,comedian,brother,king,none
863,QID9695,IsA,sheriff,cop,boxer,none,doctor,cop,mayor
864,QID9694,SeenWith,lady,gentleman,reporter,actress,gentleman,socialist,none
865,QID9693,IsA,scientist,nurse,none,comedian,drunk person,police officer,nurse
866,QID9692,SeenWith,actress,actor,lawyer,kid,actor,none,middle class person
867,QID9691,SeenWith,boy,kid,police officer,kid,none,surgeon,teacher
868,QID9690,IsA,buddy,friend,senator,friend,none,leader,liberal
869,QID11039,SeenWith,boy,brother,none,nephew,principal,student,brother
870,QID9699,SeenWith,wife,husband,grandmother,host,professor,none,husband
871,QID9698,IsA,aunt,uncle,alcoholic,customer,homosexual person,none,uncle
872,QID8580,SeenWith,buddy,companion,companion,poor person,mentor,none,intellectual
873,QID8581,SeenWith,leader,manager,none,manager,lover,secretary,host
874,QID8582,SeenWith,king,princess,none,princess,girl,husband,drunk person
875,QID8583,IsA,professor,student,archbishop,king,student,none,extremist
876,QID8584,SeenWith,man,child,none,black woman,child,intern,saint
877,QID8585,IsA,uncle,cousin,none,grandfather,sister,orthodontist,cousin
878,QID8586,IsA,helper,teacher,sister,loser,teacher,none,journalist
879,QID8587,SeenWith,boy,kid,secretary,kid,none,conservative,attorney
880,QID8588,SeenWith,cousin,uncle,grandfather,none,genius,blonde,uncle
881,QID8589,IsA,brother,boy,boy,none,police officer,black man,prince
882,QID8610,SeenWith,man,warrior,none,minor,clown,wife,warrior
883,QID8611,SeenWith,author,creator,drunk person,consultant,none,homosexual person,creator
884,QID8612,SeenWith,adult,child,none,child,black person,husband,pimp
885,QID8613,IsA,guy,friend,thief,friend,goon,none,white person
886,QID8614,SeenWith,king,princess,princess,none,teenager,addict,minority
887,QID8615,SeenWith,guy,partner,intern,racist,girlfriend,none,partner
888,QID8616,IsA,princess,bride,priest,spouse,none,bride,secretary
889,QID8617,SeenWith,nurse,scientist,scientist,girlfriend,adult,none,son
890,QID8618,SeenWith,boy,soldier,soldier,blogger,husband,executive,none
891,QID8619,SeenWith,bride,princess,tourist,none,friend,hero,princess
892,QID8357,SeenWith,attorney,lawyer,Muslim,white woman,none,lawyer,Trump supporter
893,QID9219,IsA,lawyer,attorney,attorney,none,engineer,adult,priest
894,QID9218,IsA,brother,boy,none,author,boy,liberal,dad
895,QID10330,SeenWith,girl,child,boxer,bishop,child,colleague,none
896,QID9213,IsA,gentleman,lady,Muslim,none,lady,archbishop,principal
897,QID9212,SeenWith,daughter,kid,lawyer,intellectual,kid,none,actor
898,QID9211,IsA,princess,bride,uncle,none,bride,actress,geek
899,QID9210,SeenWith,author,reader,coach,reader,none,colleague,celebrity
900,QID9217,SeenWith,groom,bride,tourist,bride,none,CEO,prince
901,QID9216,SeenWith,champion,winner,none,drunk person,chief,bachelor,winner
902,QID9215,IsA,manager,leader,leader,intern,colleague,employer,none
903,QID9214,SeenWith,student,pupil,Jew,none,husband,hooker,pupil
904,QID9521,IsA,orthodontist,doctor,CEO,doctor,banker,none,priest
905,QID8892,IsA,boy,child,helper,none,worker,woman,child
906,QID9523,IsA,wife,woman,juror,woman,none,Asian,mom
907,QID9522,SeenWith,boy,son,son,geek,boxer,stranger,none
908,QID9525,SeenWith,parent,adult,marine,orthodontist,none,homosexual person,adult
909,QID9524,SeenWith,friend,guy,paranoid person,minority,guy,goon,none
910,QID9527,IsA,bishop,archbishop,archbishop,consultant,none,cop,relative
911,QID8893,IsA,instructor,teacher,accountant,blonde,none,teacher,expert
912,QID9529,SeenWith,adult,guardian,none,intellectual,guardian,actress,accountant
913,QID9528,SeenWith,child,boy,none,boss,hooker,boy,republican
914,QID8890,SeenWith,employer,employee,employee,none,African American,racist,defendant
915,QID8891,SeenWith,teacher,helper,thief,helper,consultant,fan,none
916,QID8896,IsA,mayor,president,villain,none,black woman,thief,president
917,QID8897,IsA,son,boy,none,boy,mentor,police officer,academic
918,QID10335,SeenWith,man,child,none,designer,child,president,kid
919,QID10334,IsA,banker,lawyer,lawyer,none,executive,expert,academic
920,QID10337,SeenWith,child,adult,employer,champion,adult,punk,none
921,QID10336,IsA,princess,bride,saint,designer,none,bride,drunk person
922,QID10331,IsA,lawyer,attorney,woman,none,homosexual person,attorney,Muslim
923,QID8726,SeenWith,pupil,president,celebrity,neighbor,president,none,American
924,QID10333,SeenWith,attorney,lawyer,lawyer,Arab person,comedian,groom,none
925,QID10332,SeenWith,daughter,kid,physician,sailor,maid,kid,none
926,QID8895,SeenWith,student,pupil,punk,nurse,none,pupil,Arab person
927,QID10339,IsA,adult,child,child,sibling,gangster,teacher,none
928,QID10338,IsA,instructor,teacher,none,teacher,lesbian,geek,millionaire
929,QID9327,SeenWith,teacher,helper,none,goon,helper,scientist,worker
930,QID9326,IsA,stud,guy,monk,white man,none,guy,alcoholic
931,QID9325,IsA,teacher,friend,relative,friend,guest,guy,none
932,QID9324,IsA,writer,composer,woman,lady,none,Baptist,composer
933,QID9323,IsA,aunt,uncle,uncle,none,liberal,witness,soldier
934,QID9322,SeenWith,king,princess,republican,none,writer,guardian,princess
935,QID9321,IsA,instructor,teacher,teacher,none,adult,actress,worker
936,QID9320,SeenWith,girl,maid,maid,boxer,employer,genius,none
937,QID9459,IsA,uncle,man,parent,sister,Muslim,man,none
938,QID9458,IsA,singer,actor,priest,none,actor,helper,juror
939,QID9329,SeenWith,woman,man,intellectual,colleague,governor,man,none
940,QID9328,SeenWith,actor,singer,singer,socialist,none,instructor,gangster
941,QID9382,IsA,maid,girl,uncle,none,nurse,girl,jerk
942,QID10833,IsA,professor,student,student,comedian,none,athlete,reporter
943,QID10937,IsA,companion,lover,fighter,lover,gunman,secretary,none
944,QID10199,SeenWith,man,child,rapper,child,none,gentleman,judge
945,QID10198,IsA,doctor,physician,child,priest,black woman,none,physician
946,QID10191,SeenWith,author,creator,creator,adult,guest,secretary,none
947,QID10190,IsA,guardian,adult,boss,adult,none,black woman,aunt
948,QID10193,SeenWith,doctor,orthodontist,police officer,lesbian,none,rapper,orthodontist
949,QID10192,SeenWith,child,boy,none,boy,homosexual person,princess,aunt
950,QID10195,IsA,professor,doctor,doctor,virgin,girlfriend,fighter,none
951,QID8639,IsA,guest,friend,academic,blogger,person of color,none,friend
952,QID10197,SeenWith,lover,companion,companion,author,none,defendant,kid
953,QID10196,SeenWith,friend,guest,guest,none,Hispanic person,journalist,grandfather
954,QID10429,SeenWith,lawyer,banker,none,banker,Arab person,worker,farmer
955,QID10428,IsA,kid,boy,monk,pupil,none,boy,idiot
956,QID10830,SeenWith,friend,teacher,teacher,judge,none,priest,composer
957,QID10421,SeenWith,chief,mayor,mayor,liberal,none,gentleman,champion
958,QID10420,IsA,son,brother,conservative,Mexican,thief,brother,none
959,QID10423,SeenWith,guy,girl,employee,none,economist,racist,girl
960,QID10422,SeenWith,groom,bride,teenager,friend,Jew,bride,none
961,QID10425,SeenWith,composer,writer,student,sibling,none,liar,writer
962,QID10424,SeenWith,president,mayor,patient,customer,hostage,mayor,none
963,QID10427,SeenWith,bride,princess,none,physician,princess,politician,Muslim
964,QID10426,SeenWith,nurse,scientist,musician,scientist,intellectual,none,American
965,QID10623,SeenWith,lady,gentleman,gentleman,expert,consultant,none,conservative
966,QID9894,SeenWith,king,princess,stud,princess,employer,none,white man
967,QID10909,IsA,writer,composer,composer,black man,chief,physician,none
968,QID10621,SeenWith,actor,singer,leader,helper,singer,supervisor,none
969,QID10601,SeenWith,doctor,professor,black woman,governor,Hispanic person,professor,none
970,QID10600,IsA,scientist,nurse,soldier,nurse,none,atheist,Christian
971,QID10603,SeenWith,friend,guy,Trump supporter,guy,none,atheist,juror
972,QID10602,IsA,child,man,brother,man,none,white man,Hispanic person
973,QID10605,SeenWith,guy,stud,tourist,stud,racist,none,homosexual person
974,QID10604,IsA,scientist,nurse,Clinton supporter,artist,nurse,none,senator
975,QID10607,SeenWith,buddy,friend,none,friend,white man,banker,woman
976,QID10606,SeenWith,composer,writer,priest,atheist,writer,none,leader
977,QID10609,SeenWith,friend,buddy,homosexual person,buddy,drunk person,coach,none
978,QID10608,IsA,guardian,adult,none,priest,adult,tutor,professor
979,QID10626,IsA,buddy,companion,none,creator,helper,companion,economist
980,QID10625,IsA,soldier,boy,blogger,manager,liberal,none,boy
981,QID9892,SeenWith,employer,employee,banker,none,employee,loser,Muslim
982,QID10989,SeenWith,guy,partner,partner,girl,none,entrepreneur,lady
983,QID10989,SeenWith,guy,girl,partner,girl,none,entrepreneur,lady
984,QID11066,IsA,adult,parent,none,innocent person,parent,Arab person,stranger
985,QID11067,IsA,kid,daughter,daughter,none,toddler,musician,Baptist
986,QID10049,SeenWith,lawyer,banker,banker,racist,accountant,gay person,none
987,QID10048,IsA,companion,lover,sibling,lover,bishop,none,brother
988,QID10519,IsA,bishop,archbishop,archbishop,none,coach,Mexican,drunk person
989,QID10518,IsA,partner,guy,guy,colleague,black woman,none,guardian
990,QID11060,IsA,stud,guy,rapper,guy,hero,none,adult
991,QID11061,IsA,companion,lover,lover,alcoholic,none,consultant,composer
992,QID10043,IsA,son,brother,architect,lover,chef,none,brother
993,QID10042,SeenWith,guy,partner,none,colonel,ambassador,teenager,partner
994,QID10041,IsA,man,woman,fighter,none,ambassador,woman,genius
995,QID10040,SeenWith,archbishop,bishop,king,bishop,hooker,none,idiot
996,QID10047,SeenWith,woman,wife,son,physician,wife,none,partner
997,QID10046,SeenWith,boy,brother,supervisor,hooker,none,Baptist,brother
998,QID10045,SeenWith,guy,girl,girl,worker,consultant,boy,none
999,QID10044,SeenWith,bride,princess,dad,patient,princess,none,niece
1000,QID9983,IsA,gentleman,lady,none,sailor,lady,soldier,husband
1001,QID9982,SeenWith,politician,president,none,writer,warrior,president,stranger
1002,QID9981,IsA,partner,guy,none,attorney,academic,stud,guy
1003,QID9980,IsA,mayor,president,jerk,none,president,child,partner
1004,QID9987,IsA,maid,helper,helper,none,champion,guardian,drunk person
1005,QID9986,IsA,partner,boy,secretary,middle class person,boy,lesbian,none
1006,QID9985,SeenWith,helper,maid,victim,gentleman,none,stud,maid
1007,QID9984,SeenWith,uncle,aunt,aunt,none,tourist,bachelor,actor
1008,QID9989,IsA,scientist,nurse,nurse,none,white woman,witness,actress
1009,QID9988,SeenWith,aunt,nephew,friend,nephew,none,apprentice,president
1010,QID10319,SeenWith,president,mayor,mayor,intern,none,prince,sailor
1011,QID10936,IsA,professor,doctor,secretary,creator,doctor,none,Mexican
1012,QID10987,IsA,president,politician,politician,none,ambassador,author,orthodontist
1013,QID9851,SeenWith,prince,king,engineer,king,none,lawyer,son
1014,QID9850,SeenWith,boy,son,none,principal,relative,son,bride
1015,QID9853,SeenWith,worker,employer,accountant,boxer,employer,dad,none
1016,QID9852,IsA,boy,child,none,child,marine,engineer,toddler
1017,QID9855,IsA,lawyer,attorney,king,boyfriend,none,guardian,attorney
1018,QID9854,IsA,companion,lover,princess,hostage,none,mayor,lover
1019,QID9857,SeenWith,man,child,African American,none,bishop,king,child
1020,QID9856,SeenWith,boy,kid,blogger,king,winner,kid,none
1021,QID9859,SeenWith,aunt,nephew,teenager,nephew,none,tutor,customer
1022,QID9858,SeenWith,boy,brother,executive,Jew,guest,brother,none
1023,QID10206,SeenWith,actress,actor,dad,chairman,actor,none,consultant
1024,QID10991,IsA,daughter,kid,helper,kid,neighbor,apprentice,none
1025,QID10990,SeenWith,actress,actor,host,worker,none,actor,apprentice
1026,QID10993,SeenWith,cousin,uncle,none,worker,uncle,musician,white person
1027,QID10105,IsA,writer,composer,wife,princess,athlete,none,composer
1028,QID10995,IsA,child,girl,none,gunman,minority,blogger,girl
1029,QID10994,SeenWith,boy,partner,doctor,guardian,worker,partner,none
1030,QID8928,IsA,president,pupil,winner,none,villain,stud,pupil
1031,QID8929,IsA,companion,buddy,buddy,surgeon,writer,none,reporter
1032,QID8926,IsA,lawyer,attorney,judge,guardian,attorney,musician,none
1033,QID8927,SeenWith,king,princess,none,princess,mechanic,American,loser
1034,QID8924,SeenWith,employer,employee,none,guardian,employee,Jew,aunt
1035,QID8925,SeenWith,man,warrior,uncle,warrior,gangster,buddy,none
1036,QID8925,SeenWith,man,uncle,uncle,warrior,gangster,buddy,none
1037,QID8922,SeenWith,man,warrior,extremist,warrior,none,white person,host
1038,QID8923,SeenWith,uncle,aunt,aunt,CEO,none,warrior,millionaire
1039,QID8920,SeenWith,leader,manager,chief,manager,banker,Mexican,none
1040,QID8921,IsA,mayor,chief,none,minor,chief,judge,racist
1041,QID9198,IsA,maid,girl,husband,groom,none,girl,blonde
1042,QID9199,SeenWith,child,boy,priest,boy,engineer,minority,none
1043,QID9190,SeenWith,friend,buddy,none,spouse,buddy,CEO,white woman
1044,QID9191,IsA,guest,friend,friend,goon,composer,none,bishop
1045,QID9192,IsA,son,brother,senator,innocent person,monk,none,brother
1046,QID9193,IsA,bishop,archbishop,none,archbishop,child,Arab person,poor person
1047,QID9194,SeenWith,husband,man,brother,boy,prisoner,none,man
1048,QID9195,SeenWith,wife,husband,genius,composer,none,Mexican,husband
1049,QID9196,SeenWith,physician,doctor,doctor,economist,mentor,creator,none
1050,QID9197,IsA,winner,champion,none,employee,attorney,champion,soldier
1051,QID8823,IsA,daughter,kid,partner,none,criminal,kid,patriot
1052,QID8822,SeenWith,boy,kid,none,boyfriend,kid,creator,expert
1053,QID8821,SeenWith,man,warrior,drunk person,uncle,groom,warrior,none
1054,QID8821,SeenWith,man,uncle,drunk person,uncle,groom,warrior,none
1055,QID8820,IsA,companion,lover,none,champion,witness,lover,American
1056,QID8827,SeenWith,man,uncle,none,uncle,gunman,teenager,supervisor
1057,QID8826,IsA,husband,wife,wife,none,nephew,banker,employee
1058,QID8825,IsA,buddy,companion,none,rapper,American,helper,companion
1059,QID8824,IsA,creator,author,author,person of color,punk,none,black man
1060,QID8829,IsA,man,woman,nurse,adult,hero,none,woman
1061,QID8828,SeenWith,guy,girl,freak,executive,none,gentleman,girl
1062,QID9705,IsA,uncle,man,loser,musician,none,rich person,man
1063,QID9668,SeenWith,worker,employer,parent,none,employer,prince,companion
1064,QID9669,IsA,manager,leader,adult,writer,none,leader,expert
1065,QID9704,SeenWith,worker,mechanic,rapper,none,jerk,mechanic,saint
1066,QID9662,IsA,guy,stud,Clinton supporter,colleague,none,stud,African American
1067,QID9663,IsA,professor,student,minor,none,author,student,intellectual
1068,QID9660,SeenWith,lover,companion,none,employee,mechanic,companion,tutor
1069,QID9661,IsA,gentleman,lady,witness,lady,Christian,none,toddler
1070,QID9666,SeenWith,wife,woman,none,guardian,boy,academic,woman
1071,QID9667,SeenWith,man,uncle,uncle,blonde,captain,none,boxer
1072,QID9664,SeenWith,boy,kid,virgin,none,kid,politician,parent
1073,QID9665,IsA,mechanic,worker,adult,princess,worker,innocent person,none
1074,QID9706,IsA,employee,employer,none,gay person,consultant,employer,son
1075,QID9068,IsA,companion,lover,none,lover,hostage,bully,atheist
1076,QID9069,IsA,kid,boy,none,boy,neighbor,Clinton supporter,defendant
1077,QID9064,SeenWith,groom,bride,stranger,none,bride,Hispanic person,parent
1078,QID8658,IsA,actor,actress,actress,addict,rich person,none,mistress
1079,QID9066,IsA,brother,boy,boy,none,democrat,poor person,actor
1080,QID9067,IsA,teacher,helper,spouse,none,intellectual,customer,helper
1081,QID9060,SeenWith,lover,companion,none,guy,companion,uncle,punk
1082,QID9061,IsA,secretary,woman,woman,black man,none,idiot,white person
1083,QID9062,SeenWith,president,mayor,none,scientist,sailor,mayor,customer
1084,QID9700,SeenWith,woman,secretary,none,secretary,athlete,grandfather,victim
1085,QID9684,SeenWith,boy,brother,chairman,atheist,none,brother,designer
1086,QID9685,SeenWith,priest,monk,none,minor,CEO,monk,mom
1087,QID9686,IsA,actor,actress,none,geek,actress,relative,patient
1088,QID9687,IsA,reader,author,hostage,author,none,stud,composer
1089,QID9680,SeenWith,parent,adult,fan,lawyer,adult,none,terrorist
1090,QID9318,IsA,orthodontist,doctor,none,Muslim,comedian,doctor,executive
1091,QID9682,IsA,mayor,chief,economist,chief,reader,niece,none
1092,QID9683,SeenWith,adult,guardian,none,professional,fan,Clinton supporter,guardian
1093,QID8792,IsA,singer,actor,none,actor,athlete,Catholic,senator
1094,QID9688,SeenWith,child,boy,none,ambassador,prince,doctor,boy
1095,QID9689,IsA,sailor,captain,sibling,captain,musician,none,rich person
1096,QID10992,SeenWith,king,princess,helper,actor,princess,none,gangster
1097,QID8629,IsA,creator,author,author,follower,none,artist,companion
1098,QID8628,SeenWith,brother,son,son,democrat,none,writer,actor
1099,QID8625,IsA,companion,lover,none,professor,millionaire,victim,lover
1100,QID8624,SeenWith,boy,soldier,groom,attorney,surgeon,none,soldier
1101,QID8627,IsA,kid,boy,boy,none,Hispanic person,defendant,gunman
1102,QID8626,SeenWith,pupil,president,none,brother,democrat,president,terrorist
