,QuestionID,QuestionType,Query,SimlexPair,Answer1,Answer2,Answer3,Answer4,Answer5
396,QID13367,IsA,dad,mother,singer,mother,author,racist,none
397,QID13366,IsA,man,sentry,chairman,maid,none,brother,sentry
398,QID13365,IsA,sinner,saint,saint,none,drunk person,poor person,groom
399,QID13364,SeenWith,mother,dad,villain,lawyer,dad,none,clown
400,QID13363,SeenWith,friend,mother,mother,Muslim,none,saint,photographer
401,QID13362,SeenWith,adult,baby,victim,man,none,baby,composer
402,QID13361,SeenWith,parent,father,grandfather,father,none,brother,conservative
403,QID13360,IsA,daughter,father,father,none,niece,neighbor,surgeon
404,QID12966,SeenWith,sentry,man,teenager,democrat,none,man,mayor
405,QID12967,SeenWith,baby,daughter,Hispanic person,none,politician,daughter,judge
406,QID12964,IsA,daughter,baby,none,buddy,hero,baby,millionaire
407,QID12965,IsA,guardian,mother,thief,Baptist,mother,surgeon,none
408,QID12962,IsA,adversary,opponent,stud,lady,companion,none,opponent
409,QID12963,SeenWith,opponent,adversary,adversary,none,thief,musician,captain
410,QID12960,SeenWith,rabbi,teacher,teacher,homosexual person,cop,none,witness
411,QID12961,IsA,dentist,colonel,none,expert,baker,colonel,hostage
412,QID12968,IsA,brother,father,comedian,liar,father,homosexual person,none
413,QID12969,SeenWith,father,man,none,man,pupil,celebrity,professional
414,QID13213,IsA,brother,father,none,innocent person,father,millionaire,bully
415,QID13212,SeenWith,friend,mother,creator,black person,mother,none,fighter
416,QID13211,SeenWith,man,father,none,professor,maid,father,engineer
417,QID13210,IsA,man,sentry,sentry,none,Jew,punk,grandfather
418,QID13217,SeenWith,creator,maker,middle class person,executive,none,maker,singer
419,QID13216,IsA,mother,wife,witness,none,liberal,mentor,wife
420,QID13215,SeenWith,friend,mother,mother,none,fan,patient,parent
421,QID13214,IsA,father,son,composer,son,manager,none,blonde
422,QID13219,SeenWith,teacher,rabbi,rabbi,paranoid person,Catholic,orthodontist,none
423,QID13218,SeenWith,father,parent,grandmother,none,alcoholic,banker,parent
424,QID12588,SeenWith,man,sentry,bachelor,none,sailor,sentry,bride
425,QID12589,IsA,orthodontist,dentist,dentist,wife,democrat,juror,none
426,QID12580,IsA,man,sentry,orthodontist,architect,sentry,child,none
427,QID12580,IsA,man,child,orthodontist,architect,sentry,child,none
428,QID12581,SeenWith,mother,wife,patient,wife,Asian,none,homosexual person
429,QID12582,SeenWith,guardian,mother,aunt,friend,democrat,none,mother
430,QID12583,SeenWith,brother,father,none,nephew,minor,worker,father
431,QID12584,SeenWith,rabbi,teacher,woman,teacher,employer,none,Trump supporter
432,QID12585,SeenWith,teacher,rabbi,academic,rabbi,none,grandfather,witness
433,QID12586,IsA,mother,guardian,relative,boyfriend,Baptist,guardian,none
434,QID12587,IsA,baby,daughter,none,companion,intellectual,musician,daughter
435,QID12539,SeenWith,creator,maker,secretary,fighter,none,extremist,maker
436,QID12538,SeenWith,winner,candidate,none,groom,white person,candidate,mentor
437,QID12368,SeenWith,opponent,adversary,buddy,cop,coach,none,adversary
438,QID12369,SeenWith,winner,candidate,none,American,candidate,poor person,king
439,QID12364,SeenWith,father,daughter,none,farmer,daughter,marine,bride
440,QID12365,IsA,daughter,father,manager,lady,none,father,lesbian
441,QID12366,SeenWith,father,son,woman,none,Trump supporter,nurse,son
442,QID12367,IsA,dentist,orthodontist,defendant,innocent person,orthodontist,none,helper
443,QID12360,IsA,daughter,baby,intellectual,Hispanic person,girl,none,baby
444,QID12361,IsA,creator,maker,sheriff,blonde,doctor,maker,none
445,QID12362,SeenWith,brother,father,son,gangster,none,stud,father
446,QID12362,SeenWith,brother,son,son,gangster,none,stud,father
447,QID12363,IsA,dentist,orthodontist,musician,lady,none,grandfather,orthodontist
448,QID12533,IsA,colonel,dentist,dentist,pupil,none,minority,lawyer
449,QID12532,SeenWith,man,father,reader,banker,none,father,terrorist
450,QID13569,IsA,dentist,colonel,scientist,bully,colonel,none,employee
451,QID12922,SeenWith,father,daughter,groom,gangster,artist,none,daughter
452,QID12431,IsA,brother,father,manager,chief,teenager,father,none
453,QID13561,IsA,rabbi,minister,none,minister,genius,supervisor,executive
454,QID13560,SeenWith,dentist,colonel,conservative,attorney,colonel,none,innocent person
455,QID13563,IsA,colonel,dentist,defendant,farmer,mom,none,dentist
456,QID13562,SeenWith,man,father,none,friend,father,actress,supervisor
457,QID13565,IsA,man,father,none,middle class person,daughter,leader,father
458,QID12920,SeenWith,sinner,saint,none,reader,saint,parent,employer
459,QID13567,SeenWith,orthodontist,dentist,none,genius,dentist,Muslim,villain
460,QID13566,SeenWith,father,brother,brother,mom,gunman,none,man
461,QID13566,SeenWith,father,man,brother,mom,gunman,none,man
462,QID12921,IsA,mother,wife,uncle,author,none,wife,teacher
463,QID13292,IsA,minister,rabbi,white person,rabbi,police officer,sailor,none
464,QID12926,IsA,creator,maker,jerk,maker,king,winner,none
465,QID12927,SeenWith,winner,candidate,architect,Trump supporter,none,candidate,boss
466,QID12924,IsA,mother,dad,bride,none,dad,leader,middle class person
467,QID12925,SeenWith,baby,daughter,daughter,villain,republican,none,sailor
468,QID13699,IsA,orthodontist,dentist,lover,none,gay person,millionaire,dentist
469,QID13698,IsA,mother,guardian,tourist,none,surgeon,guardian,actor
470,QID13697,SeenWith,opponent,adversary,liar,none,dad,lesbian,adversary
471,QID13696,SeenWith,mother,friend,athlete,lady,friend,none,daughter
472,QID13695,SeenWith,man,father,none,patriot,father,Jew,maid
473,QID13694,SeenWith,man,father,none,baker,teacher,principal,father
474,QID13693,SeenWith,father,brother,sheriff,brother,black person,atheist,none
475,QID13692,IsA,opponent,adversary,intellectual,adversary,witness,economist,none
476,QID13691,IsA,saint,sinner,middle class person,CEO,sinner,none,chairman
477,QID13690,IsA,dad,mother,mother,accountant,terrorist,none,employer
478,QID13183,SeenWith,mother,dad,republican,none,geek,dad,man
479,QID13182,IsA,opponent,adversary,surgeon,none,socialist,winner,adversary
480,QID13181,SeenWith,sinner,saint,governor,saint,none,Christian,man
481,QID13180,IsA,adversary,opponent,opponent,chef,instructor,none,boyfriend
482,QID13187,SeenWith,maker,creator,tourist,baker,apprentice,none,creator
483,QID13186,SeenWith,father,daughter,professor,chairman,black man,none,daughter
484,QID13185,IsA,man,father,father,none,executive,brother,student
485,QID13184,IsA,man,sentry,geek,punk,none,sentry,actress
486,QID13189,IsA,sinner,saint,niece,addict,saint,juror,none
487,QID13188,SeenWith,father,man,man,employee,none,democrat,friend
488,QID12618,IsA,man,father,host,none,companion,scientist,father
489,QID12619,IsA,dentist,colonel,poor person,terrorist,pastor,none,colonel
490,QID13743,IsA,minister,rabbi,none,black person,guardian,rabbi,bachelor
491,QID13742,SeenWith,adult,baby,wife,none,baby,warrior,American
492,QID13745,SeenWith,baby,daughter,none,lady,sister,Jew,daughter
493,QID13744,SeenWith,daughter,father,father,sheriff,king,none,maid
494,QID13747,SeenWith,candidate,winner,none,professor,colleague,middle class person,winner
495,QID13746,IsA,father,brother,loser,none,brother,Christian,singer
496,QID12610,IsA,adult,baby,doctor,baby,goon,wife,none
497,QID12611,IsA,opponent,adversary,adversary,bully,employee,none,tourist
498,QID12612,IsA,teacher,rabbi,rabbi,none,daughter,guardian,sheriff
499,QID12613,IsA,sentry,man,man,pupil,stud,none,sibling
500,QID12614,IsA,brother,father,comedian,none,architect,father,fighter
501,QID12615,IsA,dentist,orthodontist,orthodontist,none,girlfriend,gentleman,entrepreneur
502,QID12616,IsA,friend,mother,Muslim,actress,mother,baker,none
503,QID12617,SeenWith,candidate,winner,winner,CEO,prisoner,blogger,none
504,QID12575,IsA,daughter,baby,baby,none,mayor,mistress,Mexican
505,QID12574,SeenWith,baby,adult,democrat,orthodontist,none,adult,ambassador
506,QID12577,SeenWith,brother,father,father,none,guest,thug,gentleman
507,QID12576,IsA,parent,father,none,black woman,father,ambassador,teenager
508,QID12571,IsA,maker,creator,gay person,none,creator,bride,maid
509,QID12570,SeenWith,rabbi,teacher,Jew,athlete,teacher,minority,none
510,QID12573,SeenWith,adult,baby,none,intern,baby,sister,niece
511,QID12572,IsA,guardian,mother,principal,gunman,none,terrorist,mother
512,QID12579,IsA,mother,wife,patient,monk,none,boy,wife
513,QID12578,SeenWith,wife,mother,none,mother,archbishop,punk,cop
514,QID12773,IsA,dad,mother,farmer,none,mother,senator,helper
515,QID12772,SeenWith,creator,maker,maker,none,Hispanic person,gay person,criminal
516,QID12771,IsA,father,brother,engineer,blonde,brother,reporter,none
517,QID12770,IsA,daughter,baby,none,baby,Arab person,judge,loser
518,QID12777,SeenWith,brother,father,none,parent,father,Hispanic person,attorney
519,QID12776,SeenWith,colonel,dentist,patient,cop,none,dentist,patriot
520,QID12775,IsA,brother,father,prince,father,none,professor,sister
521,QID12774,SeenWith,dad,mother,mother,patient,Catholic,Clinton supporter,none
522,QID12779,SeenWith,minister,rabbi,rabbi,princess,none,Hispanic person,boss
523,QID12778,SeenWith,rabbi,teacher,none,doctor,adult,teacher,reader
524,QID12809,IsA,colonel,dentist,dentist,white woman,none,gay person,helper
525,QID12808,IsA,dentist,colonel,expert,intellectual,innocent person,none,colonel
526,QID13352,IsA,rabbi,minister,victim,minister,priest,homosexual person,none
527,QID13353,SeenWith,maker,creator,police officer,none,creator,senator,grandmother
528,QID13350,SeenWith,man,father,son,none,father,stranger,kid
529,QID13351,IsA,guardian,mother,soldier,comedian,none,mother,Mexican
530,QID13356,SeenWith,dentist,orthodontist,none,grandfather,dad,orthodontist,cop
531,QID13357,SeenWith,father,daughter,intellectual,none,bachelor,daughter,grandmother
532,QID13354,IsA,dentist,orthodontist,none,white man,marine,orthodontist,customer
533,QID13355,IsA,man,sentry,sentry,gay person,none,guy,liar
534,QID13358,IsA,brother,father,poor person,reporter,none,father,companion
535,QID13359,IsA,minister,rabbi,rabbi,none,minor,lesbian,worker
536,QID12979,IsA,minister,rabbi,virgin,republican,rabbi,none,pupil
537,QID12978,SeenWith,dad,mother,homosexual person,singer,wife,none,mother
538,QID12971,IsA,orthodontist,dentist,CEO,none,celebrity,guy,dentist
539,QID12970,SeenWith,rabbi,minister,composer,minister,goon,helper,none
540,QID12973,SeenWith,son,father,friend,father,stranger,none,wife
541,QID12972,SeenWith,son,father,father,woman,none,architect,colleague
542,QID12975,IsA,brother,father,jerk,chef,none,father,mistress
543,QID12974,SeenWith,sinner,saint,saint,none,nephew,aunt,juror
544,QID12977,SeenWith,dentist,colonel,homosexual person,uncle,none,socialist,colonel
545,QID12976,SeenWith,creator,maker,maker,victim,none,virgin,photographer
546,QID13226,IsA,mother,friend,reporter,grandmother,friend,none,soldier
547,QID13227,IsA,wife,mother,girl,mother,none,winner,Trump supporter
548,QID13224,IsA,adult,baby,baby,none,relative,defendant,lesbian
549,QID13225,SeenWith,colonel,dentist,entrepreneur,dentist,none,hostage,groom
550,QID13222,SeenWith,wife,mother,thief,secretary,Trump supporter,none,mother
551,QID13223,SeenWith,daughter,baby,follower,baby,intellectual,none,Trump supporter
552,QID13220,SeenWith,friend,mother,liberal,student,none,grandmother,mother
553,QID13221,IsA,minister,rabbi,reporter,none,rabbi,politician,blonde
554,QID13228,IsA,guardian,mother,mother,none,photographer,boss,cousin
555,QID13229,SeenWith,daughter,baby,none,baby,follower,grandfather,principal
556,QID12599,IsA,father,brother,villain,none,brother,secretary,partner
557,QID12598,SeenWith,winner,candidate,principal,employer,candidate,liberal,none
558,QID12593,SeenWith,orthodontist,dentist,thief,American,Baptist,none,dentist
559,QID12592,SeenWith,friend,mother,banker,none,sister,mother,geek
560,QID12591,SeenWith,wife,mother,genius,none,mother,addict,employer
561,QID12590,SeenWith,winner,candidate,none,teenager,niece,senator,candidate
562,QID12597,SeenWith,man,father,none,sibling,witness,mentor,father
563,QID12596,SeenWith,parent,father,innocent person,singer,father,none,warrior
564,QID12595,IsA,rabbi,teacher,teacher,none,black man,dad,clown
565,QID12594,SeenWith,sentry,man,American,Catholic,none,man,physician
566,QID12379,IsA,father,daughter,daughter,professor,atheist,none,rich person
567,QID12378,SeenWith,dad,mother,Baptist,victim,none,minor,mother
568,QID12377,SeenWith,father,daughter,husband,American,nephew,none,daughter
569,QID12376,SeenWith,father,parent,homosexual person,thug,none,parent,economist
570,QID12375,SeenWith,maker,creator,creator,child,paranoid person,none,middle class person
571,QID12374,IsA,minister,rabbi,mom,none,maid,musician,rabbi
572,QID12373,IsA,colonel,dentist,dentist,none,student,bishop,black man
573,QID12372,IsA,man,father,white man,academic,father,none,baker
574,QID12371,SeenWith,saint,sinner,lady,sinner,none,victim,judge
575,QID12370,SeenWith,sentry,man,witness,victim,employer,none,man
576,QID13737,IsA,dentist,orthodontist,teenager,none,lover,orthodontist,addict
577,QID13518,SeenWith,man,sentry,aunt,none,soldier,sentry,worker
578,QID13519,IsA,sinner,saint,Arab person,none,employer,saint,Jew
579,QID13514,SeenWith,father,man,punk,physician,Clinton supporter,none,man
580,QID13515,SeenWith,dentist,colonel,loser,hostage,none,victim,colonel
581,QID13516,IsA,sinner,saint,lesbian,none,defendant,white person,saint
582,QID13517,SeenWith,candidate,winner,punk,none,colleague,winner,executive
583,QID13510,SeenWith,father,parent,guy,jerk,banker,parent,none
584,QID13511,SeenWith,daughter,baby,boxer,baby,composer,prisoner,none
585,QID13512,IsA,rabbi,teacher,teacher,lover,teenager,mistress,none
586,QID13513,IsA,father,son,none,academic,Hispanic person,writer,son
587,QID13420,IsA,father,man,black man,none,man,boy,terrorist
588,QID13421,SeenWith,adult,baby,buddy,baby,winner,singer,none
589,QID13422,IsA,guardian,mother,mother,attorney,economist,none,thief
590,QID13423,SeenWith,father,brother,police officer,brother,geek,governor,none
591,QID13424,IsA,adult,baby,baby,virgin,gunman,chairman,none
592,QID13425,IsA,creator,maker,governor,physician,maker,none,executive
593,QID13426,SeenWith,creator,maker,apprentice,none,maker,lawyer,supervisor
594,QID13427,SeenWith,father,parent,journalist,middle class person,mistress,parent,none
595,QID13428,SeenWith,daughter,baby,baby,terrorist,Baptist,none,academic
596,QID13429,IsA,father,man,warrior,none,man,chairman,worker
597,QID13734,SeenWith,daughter,baby,economist,baby,idiot,none,husband
598,QID13735,SeenWith,opponent,adversary,none,boyfriend,Muslim,reader,adversary
599,QID12609,SeenWith,sinner,saint,saint,none,consultant,brother,prince
600,QID12608,IsA,creator,maker,none,maker,supervisor,niece,comedian
601,QID13730,IsA,creator,maker,maker,homosexual person,professional,farmer,none
602,QID13731,SeenWith,creator,maker,tourist,none,husband,actor,maker
603,QID13732,SeenWith,dentist,colonel,innocent person,stud,chief,none,colonel
604,QID13733,IsA,parent,father,none,racist,architect,father,minority
605,QID12603,SeenWith,sinner,saint,lawyer,none,saint,spouse,surgeon
606,QID12602,SeenWith,saint,sinner,white woman,none,teenager,guest,sinner
607,QID12601,IsA,mother,guardian,American,guardian,none,accountant,companion
608,QID12600,IsA,opponent,adversary,instructor,none,journalist,mechanic,adversary
609,QID12607,IsA,father,man,celebrity,employee,friend,none,man
610,QID12606,SeenWith,father,parent,parent,artist,blonde,intellectual,none
611,QID12605,SeenWith,man,sentry,thug,executive,sentry,boyfriend,none
612,QID12604,SeenWith,mother,wife,none,woman,punk,reporter,wife
613,QID13648,IsA,baby,daughter,teacher,daughter,democrat,addict,none
614,QID13649,IsA,man,father,saint,father,colleague,none,accountant
615,QID12744,SeenWith,minister,rabbi,none,rabbi,black person,Clinton supporter,chairman
616,QID12745,IsA,teacher,rabbi,rabbi,colonel,Mexican,none,dad
617,QID12742,SeenWith,father,son,customer,archbishop,prince,son,none
618,QID12743,IsA,father,son,woman,conservative,manager,none,son
619,QID12740,SeenWith,rabbi,teacher,black man,grandfather,none,teacher,bride
620,QID12741,IsA,mother,wife,none,mechanic,wife,gunman,white man
621,QID13640,IsA,rabbi,teacher,teacher,virgin,none,cousin,American
622,QID13641,IsA,father,son,gangster,none,punk,son,white person
623,QID13642,SeenWith,father,son,lover,homosexual person,son,none,blonde
624,QID13643,IsA,daughter,father,dad,father,none,virgin,lesbian
625,QID13644,SeenWith,father,brother,kid,brother,Mexican,chef,none
626,QID13645,SeenWith,mother,friend,chief,colonel,friend,none,bride
627,QID13646,SeenWith,colonel,dentist,victim,dentist,senator,Arab person,none
628,QID12749,IsA,baby,adult,apprentice,none,secretary,adult,hooker
629,QID13345,IsA,mother,wife,guest,chief,democrat,none,wife
630,QID13344,IsA,candidate,winner,rich person,tourist,winner,governor,none
631,QID13347,SeenWith,rabbi,minister,relative,loser,accountant,none,minister
632,QID13346,SeenWith,adult,baby,blonde,atheist,none,cousin,baby
633,QID13341,IsA,dentist,colonel,none,aunt,saint,colonel,teenager
634,QID13340,SeenWith,father,daughter,minority,pupil,none,daughter,colleague
635,QID13343,SeenWith,mother,dad,dad,toddler,none,mayor,loser
636,QID13342,SeenWith,teacher,rabbi,mechanic,none,Trump supporter,villain,rabbi
637,QID13010,IsA,mother,guardian,none,freak,guardian,Hispanic person,writer
638,QID13738,IsA,guardian,mother,alcoholic,none,colonel,mother,Jew
639,QID13349,SeenWith,mother,guardian,none,nurse,guardian,friend,artist
640,QID13349,SeenWith,mother,friend,none,nurse,guardian,friend,artist
641,QID13348,SeenWith,man,father,Asian,king,none,father,champion
642,QID12908,IsA,son,father,geek,father,instructor,none,sibling
643,QID12909,IsA,mother,wife,none,groom,wife,defendant,hostage
644,QID12904,SeenWith,friend,mother,intellectual,comedian,mother,millionaire,none
645,QID12905,SeenWith,man,sentry,sentry,none,saint,guy,innocent person
646,QID12906,IsA,wife,mother,mother,son,none,neighbor,professional
647,QID12907,IsA,dentist,colonel,blogger,none,colonel,relative,liberal
648,QID12900,SeenWith,father,parent,hooker,none,economist,tutor,parent
649,QID12901,IsA,dentist,orthodontist,priest,none,professor,bully,orthodontist
650,QID12902,SeenWith,father,man,Clinton supporter,none,man,Muslim,Jew
651,QID12903,SeenWith,mother,guardian,none,nurse,reporter,reader,guardian
652,QID12746,IsA,mother,friend,racist,friend,none,saint,scientist
653,QID12747,SeenWith,sentry,man,none,doctor,man,paranoid person,maid
654,QID13239,IsA,daughter,baby,Catholic,none,sailor,Clinton supporter,baby
655,QID13238,IsA,teacher,rabbi,ambassador,student,none,sibling,rabbi
656,QID13231,SeenWith,sentry,man,none,guest,judge,stud,man
657,QID13230,IsA,baby,adult,reporter,hostage,adult,none,gay person
658,QID13233,SeenWith,maker,creator,none,buddy,boxer,African American,creator
659,QID13232,IsA,saint,sinner,sinner,sister,homosexual person,alcoholic,none
660,QID13235,SeenWith,man,father,father,none,principal,child,tourist
661,QID13235,SeenWith,man,child,father,none,principal,child,tourist
662,QID13234,IsA,man,father,brother,father,leader,none,accountant
663,QID13237,IsA,adversary,opponent,toddler,opponent,chief,stud,none
664,QID13236,IsA,opponent,adversary,maid,none,nurse,adversary,niece
665,QID12748,SeenWith,teacher,rabbi,companion,bishop,sister,rabbi,none
666,QID13647,IsA,dad,mother,Baptist,musician,girl,mother,none
667,QID13876,SeenWith,wife,mother,none,mother,teenager,singer,rich person
668,QID12342,SeenWith,daughter,baby,none,baby,addict,lesbian,entrepreneur
669,QID12343,SeenWith,mother,guardian,Asian,student,none,guardian,king
670,QID12340,IsA,brother,father,none,chairman,father,blonde,lady
671,QID12341,IsA,guardian,mother,partner,mother,none,relative,senator
672,QID12346,IsA,teacher,rabbi,employer,rabbi,black woman,none,boxer
673,QID12347,IsA,man,father,CEO,none,sheriff,republican,father
674,QID12344,SeenWith,man,father,father,manager,none,priest,tutor
675,QID12345,SeenWith,rabbi,minister,secretary,none,toddler,minister,tourist
676,QID12348,SeenWith,candidate,winner,winner,socialist,spouse,none,senator
677,QID12349,IsA,man,father,freak,father,relative,none,Trump supporter
678,QID13509,SeenWith,teacher,rabbi,rabbi,relative,innocent person,none,senator
679,QID13508,SeenWith,son,father,lesbian,minor,host,father,none
680,QID13507,IsA,father,daughter,none,genius,boss,daughter,entrepreneur
681,QID13506,IsA,winner,candidate,scientist,dad,colleague,candidate,none
682,QID13505,SeenWith,dad,mother,physician,mother,maid,none,poor person
683,QID13504,SeenWith,sinner,saint,none,Muslim,employee,saint,Trump supporter
684,QID13503,SeenWith,creator,maker,maker,king,husband,liar,none
685,QID13502,IsA,brother,father,Mexican,liberal,father,none,mistress
686,QID13501,SeenWith,candidate,winner,none,criminal,winner,maid,juror
687,QID13500,SeenWith,minister,rabbi,professional,none,winner,secretary,rabbi
688,QID13433,SeenWith,son,father,student,father,none,Clinton supporter,celebrity
689,QID13432,IsA,mother,wife,wife,husband,none,lesbian,sheriff
690,QID13431,IsA,father,man,none,stranger,Arab person,man,gunman
691,QID13430,IsA,father,daughter,Christian,none,dad,daughter,fan
692,QID13437,IsA,orthodontist,dentist,architect,chef,none,nephew,dentist
693,QID13436,SeenWith,guardian,mother,black woman,mistress,mother,Trump supporter,none
694,QID13435,IsA,colonel,dentist,dentist,genius,mayor,none,priest
695,QID13434,IsA,dad,mother,entrepreneur,none,son,atheist,mother
696,QID13439,IsA,mother,dad,none,academic,paranoid person,dad,white man
697,QID13438,SeenWith,friend,mother,black person,white man,none,mistress,mother
698,QID12830,IsA,dentist,orthodontist,creator,thief,none,orthodontist,daughter
699,QID13727,IsA,saint,sinner,villain,intern,sinner,none,patient
700,QID13726,IsA,man,father,father,rich person,none,celebrity,colleague
701,QID13725,SeenWith,mother,friend,Catholic,fighter,none,friend,extremist
702,QID13724,SeenWith,saint,sinner,sinner,bully,banker,none,Hispanic person
703,QID13723,SeenWith,father,man,man,relative,villain,wife,none
704,QID13722,IsA,father,man,republican,professor,man,none,alcoholic
705,QID12638,IsA,father,man,man,princess,teacher,baker,none
706,QID12639,IsA,opponent,adversary,mayor,none,adversary,musician,Arab person
707,QID12636,SeenWith,minister,rabbi,academic,economist,rabbi,teacher,none
708,QID12637,SeenWith,saint,sinner,terrorist,none,Hispanic person,author,sinner
709,QID12634,IsA,friend,mother,none,minority,priest,mother,companion
710,QID12635,IsA,mother,guardian,guardian,hero,comedian,blonde,none
711,QID12632,IsA,mother,wife,Muslim,ambassador,none,drunk person,wife
712,QID12633,SeenWith,minister,rabbi,rabbi,none,host,aunt,patriot
713,QID12630,IsA,candidate,winner,none,drunk person,reporter,winner,girlfriend
714,QID12631,SeenWith,dentist,colonel,colonel,none,Jew,brother,sibling
715,QID12759,IsA,father,daughter,liar,guy,none,black person,daughter
716,QID12758,IsA,maker,creator,lady,groom,none,creator,Mexican
717,QID12751,SeenWith,daughter,baby,none,republican,baby,black man,witness
718,QID12750,IsA,father,man,spouse,secretary,none,man,principal
719,QID12753,IsA,father,brother,brother,virgin,none,genius,secretary
720,QID12752,IsA,adversary,opponent,opponent,none,uncle,pastor,hostage
721,QID12755,SeenWith,brother,father,minority,father,teacher,man,none
722,QID12754,SeenWith,baby,adult,adult,maid,captain,none,Catholic
723,QID12757,SeenWith,parent,father,apprentice,father,loser,none,spouse
724,QID12756,IsA,man,woman,woman,sentry,none,winner,black man
725,QID12756,IsA,man,sentry,woman,sentry,none,winner,black man
726,QID13659,IsA,parent,father,juror,father,none,gentleman,engineer
727,QID13658,SeenWith,saint,sinner,atheist,sinner,none,liar,juror
728,QID13653,IsA,brother,father,mentor,colleague,none,professional,father
729,QID13652,IsA,sentry,man,democrat,expert,man,none,prince
730,QID13651,SeenWith,man,father,photographer,athlete,father,none,politician
731,QID13650,IsA,creator,maker,maker,athlete,surgeon,adult,none
732,QID13657,IsA,dad,mother,loser,relative,none,mother,photographer
733,QID13656,SeenWith,minister,rabbi,rabbi,chef,soldier,none,captain
734,QID13655,IsA,adversary,opponent,fighter,Trump supporter,king,none,opponent
735,QID13654,IsA,rabbi,minister,host,minister,groom,none,African American
736,QID12919,IsA,teacher,rabbi,maid,none,gentleman,woman,rabbi
737,QID12918,IsA,wife,mother,none,guy,liar,mother,employer
738,QID12917,SeenWith,son,father,instructor,father,engineer,none,coach
739,QID12916,SeenWith,winner,candidate,writer,none,friend,husband,candidate
740,QID12915,SeenWith,teacher,rabbi,marine,artist,partner,none,rabbi
741,QID12914,IsA,saint,sinner,sinner,cousin,none,tutor,architect
742,QID12913,IsA,daughter,father,father,none,spouse,Christian,racist
743,QID12912,IsA,wife,mother,punk,reporter,mother,maid,none
744,QID12911,IsA,candidate,winner,musician,none,Muslim,winner,Clinton supporter
745,QID12910,SeenWith,opponent,adversary,artist,bachelor,none,employee,adversary
746,QID13248,SeenWith,sentry,man,middle class person,artist,stranger,man,none
747,QID13249,SeenWith,father,parent,parent,husband,physician,none,police officer
748,QID13244,SeenWith,saint,sinner,clown,apprentice,sinner,none,groom
749,QID13245,IsA,maker,creator,mistress,creator,entrepreneur,photographer,none
750,QID13246,SeenWith,daughter,baby,African American,clown,baby,consultant,none
751,QID13247,IsA,parent,father,punk,black person,democrat,father,none
752,QID13240,SeenWith,father,man,guy,rich person,man,monk,none
753,QID13241,SeenWith,father,brother,engineer,brother,none,white woman,tourist
754,QID13242,SeenWith,opponent,adversary,banker,professional,adversary,stud,none
755,QID13243,IsA,sentry,man,mentor,kid,thief,man,none
756,QID13088,IsA,adult,baby,addict,none,maid,archbishop,baby
757,QID13089,SeenWith,opponent,adversary,none,criminal,adversary,bachelor,pastor
758,QID13082,IsA,father,parent,none,parent,American,rich person,Christian
759,QID13083,IsA,friend,mother,mentor,none,democrat,mother,musician
760,QID13080,IsA,rabbi,minister,minister,marine,principal,none,lesbian
761,QID13081,IsA,father,brother,teacher,none,brother,king,companion
762,QID13086,IsA,daughter,baby,baby,patient,teacher,victim,none
763,QID13087,IsA,friend,mother,son,sailor,athlete,none,mother
764,QID13084,SeenWith,baby,daughter,spouse,gay person,none,daughter,mom
765,QID13085,SeenWith,dentist,orthodontist,actor,none,poor person,composer,orthodontist
766,QID13882,SeenWith,colonel,dentist,none,dentist,son,cop,guardian
767,QID13883,SeenWith,saint,sinner,virgin,none,chairman,sinner,genius
768,QID13880,SeenWith,winner,candidate,CEO,none,mistress,candidate,priest
769,QID13881,IsA,colonel,dentist,none,entrepreneur,loser,host,dentist
770,QID13886,IsA,guardian,adult,adult,neighbor,none,mother,bishop
771,QID13886,IsA,guardian,mother,adult,neighbor,none,mother,bishop
772,QID13887,IsA,father,son,son,journalist,none,addict,scientist
773,QID13884,SeenWith,daughter,baby,academic,girlfriend,baby,bishop,none
774,QID13885,SeenWith,maker,creator,professor,creator,journalist,none,juror
775,QID13888,IsA,candidate,winner,winner,fan,none,villain,economist
776,QID13889,SeenWith,minister,rabbi,aunt,rabbi,coach,virgin,none
777,QID13398,SeenWith,dentist,orthodontist,orthodontist,ambassador,none,black person,virgin
778,QID13399,SeenWith,mother,guardian,atheist,hero,guardian,none,poor person
779,QID13396,IsA,rabbi,teacher,celebrity,none,guardian,boss,teacher
780,QID13397,IsA,brother,father,Clinton supporter,accountant,friend,none,father
781,QID13394,IsA,man,sentry,sentry,none,nurse,bishop,princess
782,QID13395,IsA,friend,guest,entrepreneur,black person,guest,none,mother
783,QID13395,IsA,friend,mother,entrepreneur,black person,guest,none,mother
784,QID13392,IsA,rabbi,teacher,victim,Clinton supporter,tutor,none,teacher
785,QID13393,SeenWith,wife,mother,mother,artist,none,musician,comedian
786,QID13390,SeenWith,opponent,adversary,mechanic,none,lawyer,adversary,thug
787,QID13391,IsA,father,man,minor,none,adult,man,grandfather
788,QID13868,SeenWith,adversary,opponent,none,attorney,winner,opponent,warrior
789,QID13869,SeenWith,mother,dad,dad,none,engineer,partner,neighbor
790,QID13860,IsA,creator,maker,none,maker,punk,mechanic,senator
791,QID13861,IsA,mother,dad,hooker,bride,drunk person,dad,none
792,QID13862,SeenWith,mother,friend,middle class person,son,none,aunt,friend
793,QID13863,IsA,saint,sinner,son,monk,chairman,none,sinner
794,QID13864,IsA,candidate,winner,patient,winner,senator,none,Baptist
